GRID_ID,N_Green,N_Grocery,N_Pharmacy,N_Transport
BQ-69,BS-69,BP-70,BQ-70,BL-80
BX-69,BX-70,BZ-66,BQ-70,BL-80
CA-69,BZ-70,CA-66,BQ-70,BL-80
CB-69,BZ-69,CA-66,BQ-70,BL-80
CC-69,CE-69,CA-66,BQ-70,BL-80
CD-69,CE-69,CA-66,BQ-70,BL-80
H-68,K-70,H-69,L-66,AE-75
I-68,K-70,H-69,L-66,AE-75
J-68,K-70,H-69,L-66,AE-75
K-68,K-70,M-68,L-66,AE-75
L-68,K-70,M-68,L-66,AE-75
R-68,R-64,Q-68,L-66,AE-75
S-68,R-64,Q-68,L-66,AE-75
T-68,R-64,Q-67,L-66,AE-75
U-68,R-64,Q-68,L-66,AE-75
V-68,S-63,Y-70,L-66,AE-75
W-68,S-63,Y-70,L-66,AE-75
X-68,T-63,Y-70,L-66,AE-75
Y-68,U-62,Y-70,L-66,AE-75
Z-68,AG-70,Y-70,L-66,AE-75
AA-68,AG-70,AD-68,L-66,AE-75
AB-68,AG-70,AD-68,L-66,AE-75
AC-68,AG-70,AD-68,L-66,AE-75
AF-68,AH-67,AE-68,L-66,AE-75
AG-68,AH-67,AE-68,L-66,AE-75
AH-68,AI-67,AE-68,L-66,AK-75
AI-68,AI-67,AE-68,L-66,AK-75
AJ-68,AI-67,AL-71,L-66,AK-75
AK-68,AJ-67,AL-71,L-66,AK-75
AL-68,AJ-67,AL-71,L-66,AK-75
AM-68,AK-70,AL-71,L-66,AK-75
AN-68,AL-65,AN-65,L-66,AK-75
AO-68,AK-70,AN-65,BQ-70,AN-76
AP-68,AQ-72,AN-65,BQ-70,AN-76
AQ-68,AQ-72,AN-65,BQ-70,AN-76
AR-68,AQ-72,AW-67,BQ-70,AN-76
AS-68,AS-72,AW-67,BQ-70,AR-77
AT-68,AS-72,AW-67,BQ-70,AT-77
AU-68,AS-72,AW-67,BQ-70,AT-77
AV-68,AZ-66,AW-67,BQ-70,AT-77
AW-68,AZ-66,AW-67,BQ-70,AT-77
AX-68,AZ-66,AW-67,BQ-70,AT-77
AY-68,AZ-66,AY-67,BQ-70,AT-77
AZ-68,AZ-66,AY-67,BQ-70,AT-77
BA-68,AZ-66,AY-67,BQ-70,AU-77
BB-68,BD-70,AY-67,BQ-70,BD-79
BC-68,BD-70,AY-67,BQ-70,BD-79
BD-68,BE-69,AY-67,BQ-70,BD-79
BE-68,BE-69,AY-67,BQ-70,BD-79
BF-68,BE-69,AY-67,BQ-70,BD-79
BG-68,BF-70,BM-64,BQ-70,BD-79
BH-68,BI-68,BM-64,BQ-70,BD-79
BK-68,BJ-69,BP-69,BQ-70,BL-80
BL-68,BJ-68,BN-65,BQ-70,BL-80
BM-68,BJ-69,BP-69,BQ-70,BL-80
BN-68,BJ-68,BP-69,BQ-70,BL-80
BO-68,BS-68,BP-69,BQ-70,BL-80
BP-68,BS-67,BP-69,BQ-70,BL-80
BQ-68,BS-68,BP-69,BQ-70,BL-80
BV-68,BV-69,BU-65,BQ-70,BL-80
BW-68,BV-69,BW-65,BQ-70,BL-80
BX-68,BZ-68,BW-65,BQ-70,BL-80
BY-68,BZ-69,CA-66,BQ-70,BL-80
CA-68,BZ-69,CA-66,BQ-70,BL-80
CB-68,BZ-68,CA-66,BQ-70,BL-80
CC-68,CE-69,CA-66,BQ-70,BL-80
CD-68,CE-69,CA-66,BQ-70,BL-80
CE-68,CE-69,CA-66,BQ-70,BL-80
CF-68,CG-67,CA-66,BQ-70,BL-80
CG-68,CG-67,CA-66,BQ-70,BL-80
G-67,K-70,H-69,L-66,AE-75
H-67,K-70,H-69,L-66,AE-75
I-67,K-70,H-69,L-66,AE-75
J-67,K-70,H-69,L-66,AE-75
K-67,K-70,M-68,L-66,AE-75
L-67,K-70,M-68,L-66,AE-75
M-67,K-70,M-68,L-66,AE-75
N-67,Q-63,O-67,L-66,AE-75
R-67,R-64,Q-67,L-66,AE-75
S-67,R-64,Q-67,L-66,AE-75
T-67,R-64,R-66,L-66,AE-75
U-67,S-63,R-66,L-66,AE-75
V-67,S-63,R-66,L-66,AE-75
W-67,T-63,Y-70,L-66,AE-75
X-67,U-62,Y-70,L-66,AE-75
Y-67,U-62,Y-70,L-66,AE-75
Z-67,V-62,AD-67,L-66,AE-75
AA-67,AG-65,AD-68,L-66,AE-75
AB-67,AG-65,AD-67,L-66,AE-75
AC-67,AG-65,AD-68,L-66,AE-75
AE-67,AH-67,AD-68,L-66,AE-75
AF-67,AH-67,AE-66,L-66,AE-75
AG-67,AH-67,AE-68,L-66,AE-75
AK-67,AJ-67,AM-64,L-66,AK-75
AL-67,AK-65,AM-64,L-66,AK-75
AM-67,AK-65,AN-65,L-66,AK-75
AN-67,AL-65,AN-65,L-66,AK-75
AO-67,AL-65,AN-65,BQ-70,AN-76
AP-67,AL-65,AN-65,BQ-70,AN-76
AQ-67,AL-65,AN-65,BQ-70,AN-76
AR-67,AQ-72,AN-65,BQ-70,AN-76
AS-67,AS-72,AW-67,BQ-70,AN-76
AT-67,AX-64,AW-67,BQ-70,AT-77
AU-67,AX-64,AW-67,BQ-70,AT-77
AV-67,AX-64,AW-67,BQ-70,AT-77
AZ-67,AZ-66,AY-67,BQ-70,AT-77
BA-67,AZ-66,AY-67,BQ-70,AU-77
BB-67,AZ-66,AY-67,BQ-70,AU-77
BC-67,BE-69,AY-67,BQ-70,BD-79
BD-67,BE-69,AY-67,BQ-70,BD-79
BE-67,BE-69,AY-67,BQ-70,BD-79
BF-67,BI-67,AY-67,BQ-70,BD-79
BG-67,BI-67,BM-64,BQ-70,BD-79
BH-67,BI-67,BM-64,BQ-70,BD-79
BK-67,BJ-68,BM-64,BQ-70,BL-80
BL-67,BJ-67,BN-65,BQ-70,BL-80
BM-67,BJ-68,BN-65,BQ-70,BL-80
BN-67,BJ-67,BN-65,BQ-70,BL-80
BO-67,BS-67,BP-69,BQ-70,BL-80
BP-67,BS-67,BQ-65,BQ-70,BL-80
BQ-67,BS-67,BP-69,BQ-70,BL-80
BR-67,BS-67,BR-66,BQ-70,BL-80
BT-67,BT-68,BU-65,BQ-70,BL-80
BU-67,BT-68,BU-65,BQ-70,BL-80
BV-67,BU-68,BU-65,BQ-70,BL-80
BW-67,BV-69,BW-65,BQ-70,BL-80
BX-67,BZ-68,BW-65,BQ-70,BL-80
BY-67,BZ-68,BZ-66,BQ-70,BL-80
BZ-67,BZ-68,CA-66,BQ-70,BL-80
CA-67,BZ-68,CA-66,BQ-70,BL-80
CB-67,BZ-68,CA-66,BQ-70,BL-80
CC-67,CD-66,CA-66,BQ-70,BL-80
CD-67,CE-66,CA-66,BQ-70,BL-80
CE-67,CF-67,CA-66,BQ-70,BL-80
G-66,K-70,H-69,L-66,AE-75
H-66,K-70,H-69,L-66,AE-75
I-66,K-70,H-69,L-66,AE-75
J-66,K-70,H-69,L-66,AE-75
K-66,K-70,M-68,L-66,AE-75
M-66,K-70,O-67,L-66,AE-75
N-66,Q-63,O-64,L-66,AE-75
P-66,R-64,P-67,L-66,AE-75
S-66,R-64,R-66,L-66,AE-75
T-66,S-63,R-66,L-66,AE-75
U-66,S-63,R-66,L-66,AE-75
W-66,T-63,Y-70,L-66,AE-75
X-66,U-62,Y-61,L-66,AE-75
Y-66,V-62,Y-70,L-66,AE-75
Z-66,V-62,AD-67,L-66,AE-75
AA-66,AG-65,AD-67,L-66,AE-75
AB-66,AG-65,AD-67,L-66,AE-75
AC-66,AG-65,AD-67,L-66,AE-75
AD-66,AG-65,AD-67,L-66,AE-75
AF-66,AG-65,AE-66,L-66,AE-75
AG-66,AH-67,AE-66,L-66,AE-75
AM-66,AL-65,AN-65,L-66,AK-75
AN-66,AL-65,AN-65,L-66,AK-75
AO-66,AL-65,AN-65,BQ-70,AK-75
AP-66,AL-65,AN-65,BQ-70,AN-76
AQ-66,AL-65,AN-65,BQ-70,AN-76
AR-66,AL-65,AN-65,BQ-70,AN-76
AS-66,AX-64,AW-67,BQ-70,AN-76
AT-66,AX-64,AW-64,BQ-70,AT-77
AU-66,AX-64,AW-67,BQ-70,AT-77
AV-66,AX-64,AX-66,BQ-70,AT-77
AW-66,AX-64,AW-67,BQ-70,AT-77
BA-66,AZ-66,AY-66,BQ-70,AT-77
BB-66,AZ-66,AY-66,BQ-70,AU-77
BC-66,AZ-66,AY-66,BQ-70,BD-79
BD-66,BF-64,AY-66,BQ-70,BD-79
BE-66,BF-64,AY-66,BQ-70,BD-79
BF-66,BF-64,AY-66,BQ-70,BD-79
BG-66,BI-66,BM-64,BQ-70,BD-79
BH-66,BI-66,BM-64,BQ-70,BD-79
BJ-66,BJ-67,BM-64,BQ-70,BD-79
BK-66,BJ-67,BM-64,BQ-70,BL-80
BL-66,BJ-67,BM-64,BQ-70,BL-80
BM-66,BJ-67,BN-65,BQ-70,BL-80
BN-66,BJ-67,BN-65,BQ-70,BL-80
BO-66,BS-67,BN-65,BQ-70,BL-80
BP-66,BS-67,BQ-65,BQ-70,BL-80
BQ-66,BS-67,BR-66,BQ-70,BL-80
BS-66,BS-67,BR-66,BQ-70,BL-80
BT-66,BS-67,BU-65,BQ-70,BL-80
BU-66,BT-68,BU-65,BQ-70,BL-80
BV-66,BT-68,BU-65,BQ-70,BL-80
BW-66,BV-69,BW-65,BQ-70,BL-80
BX-66,BZ-68,BW-65,BQ-70,BL-80
BY-66,BZ-68,BZ-66,BQ-70,BL-80
CB-66,CD-66,CA-66,BQ-70,BL-80
CC-66,CD-66,CA-66,BQ-70,BL-80
CF-66,CF-67,CA-66,BQ-70,BL-80
F-65,K-70,H-69,L-66,AE-75
G-65,K-70,H-69,L-66,AE-75
H-65,K-70,H-69,L-66,AE-75
I-65,K-70,H-69,L-66,AE-75
J-65,K-70,M-63,L-66,AE-75
K-65,K-70,M-63,L-66,AE-75
L-65,P-62,M-63,L-66,AE-75
M-65,Q-63,O-64,L-66,AE-75
N-65,Q-63,O-64,L-66,AE-75
O-65,Q-63,P-65,L-66,AE-75
S-65,R-64,R-66,L-66,AE-75
T-65,S-63,R-65,L-66,AE-75
U-65,T-63,R-65,L-66,AE-75
V-65,T-63,R-65,L-66,AE-75
X-65,V-62,Y-61,L-66,AE-75
Y-65,V-62,Y-61,L-66,AE-75
Z-65,V-62,Y-61,L-66,AE-75
AA-65,AG-65,AD-67,L-66,AE-75
AB-65,AG-65,AD-67,L-66,AE-75
AC-65,AG-65,AD-67,L-66,AE-75
AD-65,AG-65,AE-66,L-66,AE-75
AE-65,AG-65,AE-66,L-66,AE-75
AF-65,AG-65,AE-66,L-66,AE-75
AM-65,AL-65,AN-65,L-66,AK-75
AO-65,AL-65,AN-65,BQ-70,AK-75
AP-65,AL-65,AN-65,BQ-70,AN-76
AQ-65,AL-65,AN-65,BQ-70,AN-76
AR-65,AL-65,AN-65,BQ-70,AN-76
AS-65,AX-64,AW-64,BQ-70,AN-76
AT-65,AX-64,AW-64,BQ-70,AT-77
AU-65,AX-64,AW-64,BQ-70,AT-77
AV-65,AX-64,AW-64,BQ-70,AT-77
AW-65,AX-64,AX-66,BQ-70,AT-77
AY-65,AZ-66,AX-66,BQ-70,AT-77
AZ-65,AZ-66,AY-66,BQ-70,AT-77
BA-65,AZ-66,AY-66,BQ-70,AT-77
BB-65,BA-64,AY-66,BQ-70,AT-77
BC-65,BB-64,AY-66,BQ-70,BD-79
BD-65,BE-63,AY-66,BQ-70,BD-79
BE-65,BF-64,AY-66,BQ-70,BD-79
BF-65,BF-64,BM-64,BQ-70,BD-79
BG-65,BF-64,BM-64,BQ-70,BD-79
BH-65,BI-66,BM-64,BQ-70,BD-79
BI-65,BI-66,BM-64,BQ-70,BD-79
BJ-65,BI-66,BM-64,BQ-70,BD-79
BK-65,BJ-67,BM-64,BQ-70,BL-80
BL-65,BJ-67,BM-64,BQ-70,BL-80
BM-65,BJ-67,BN-65,BQ-70,BL-80
BO-65,BS-67,BN-65,BQ-70,BL-80
BP-65,BS-67,BQ-65,BQ-70,BL-80
BR-65,BS-67,BR-66,BQ-70,BL-80
BS-65,BS-67,BR-66,BQ-70,BL-80
BT-65,BS-67,BU-65,BQ-70,BL-80
BV-65,BV-62,BU-65,BQ-70,BL-80
BX-65,BV-62,BW-65,BQ-70,BL-80
BY-65,BZ-68,BZ-66,BQ-70,BL-80
CA-65,CD-66,BZ-66,BQ-70,BL-80
CB-65,CD-66,CA-66,BQ-70,BL-80
CC-65,CD-66,CA-66,BQ-70,BL-80
CD-65,CD-66,CA-66,BQ-70,BL-80
CE-65,CD-66,CA-66,BQ-70,BL-80
CF-65,CE-66,CA-66,BQ-70,BL-80
CG-65,CG-66,CA-66,BQ-70,BL-80
CH-65,CH-66,CA-66,BQ-70,BL-80
G-64,K-70,H-69,L-66,AE-75
H-64,K-70,M-63,L-66,AE-75
I-64,K-70,M-63,L-66,AE-75
J-64,P-62,M-63,L-66,AE-75
K-64,P-62,M-63,L-66,AE-75
L-64,P-62,M-63,L-66,AE-75
M-64,P-62,M-63,L-66,AE-75
N-64,P-62,O-64,L-66,AE-75
P-64,Q-63,P-65,L-66,AE-75
Q-64,R-64,P-65,L-66,AE-75
S-64,R-64,R-65,L-66,AE-75
T-64,S-63,R-65,L-66,AE-75
U-64,T-63,R-65,L-66,AE-75
V-64,U-62,X-61,L-66,AE-75
W-64,U-62,Y-61,L-66,AE-75
X-64,V-62,Y-61,L-66,AE-75
Y-64,V-62,Y-61,L-66,AE-75
Z-64,V-62,Y-61,L-66,AE-75
AA-64,V-62,Y-61,L-66,AE-75
AB-64,AG-65,AD-67,L-66,AE-75
AC-64,AG-65,AE-66,L-66,AE-75
AD-64,AG-65,AE-66,L-66,AE-75
AE-64,AG-65,AE-66,L-66,AE-75
AF-64,AH-64,AE-66,L-66,AE-75
AG-64,AG-65,AE-66,L-66,AE-75
AN-64,AL-64,AN-65,L-66,AK-75
AO-64,AL-65,AN-65,BQ-70,AK-75
AP-64,AL-64,AN-65,BQ-70,AN-76
AQ-64,AL-65,AN-65,BQ-70,AN-76
AR-64,AW-61,AN-65,BQ-70,AN-76
AS-64,AX-64,AW-64,BQ-70,AN-76
AT-64,AX-64,AW-64,BQ-70,AN-76
AU-64,AX-64,AW-64,BQ-70,AT-77
AV-64,AX-64,AW-64,BQ-70,AT-77
AY-64,AX-64,AX-65,BQ-70,AT-77
BC-64,BB-64,AY-66,BQ-70,BD-79
BD-64,BC-63,AY-66,BQ-70,BD-79
BE-64,BF-64,AY-66,BQ-70,BD-79
BG-64,BF-64,BM-64,BQ-70,BD-79
BH-64,BG-63,BM-63,BQ-70,BD-79
BI-64,BH-63,BM-64,BQ-70,BD-79
BJ-64,BH-63,BM-63,BQ-70,BD-79
BK-64,BJ-67,BM-64,BQ-70,BL-80
BL-64,BJ-67,BM-64,BQ-70,BL-80
BQ-64,BS-67,BQ-65,BQ-70,BL-80
BR-64,BS-67,BP-64,BQ-70,BL-80
BS-64,BS-67,BR-66,BQ-70,BL-80
BT-64,BV-62,BU-65,BQ-70,BL-80
BU-64,BV-62,BU-65,BQ-70,BL-80
BV-64,BV-62,BU-65,BQ-70,BL-80
BW-64,BV-62,BW-65,BQ-70,BL-80
BX-64,BW-61,BZ-64,BQ-70,BL-80
BY-64,BW-61,BZ-65,BQ-70,BL-80
CA-64,CD-66,BZ-65,BQ-70,BL-80
CB-64,CC-61,CA-62,BQ-70,BL-80
CC-64,CD-66,CA-66,BQ-70,BL-80
CD-64,CD-66,CA-62,BQ-70,BL-80
CE-64,CD-66,CA-66,BQ-70,BL-80
CF-64,CH-66,CA-62,BQ-70,BL-80
CG-64,CH-66,CA-66,BQ-70,BL-80
CH-64,CI-64,CA-62,BQ-70,BL-80
G-63,K-70,M-63,L-66,AE-75
H-63,P-62,M-62,L-66,AE-75
I-63,P-62,M-63,L-66,AE-75
J-63,P-62,M-62,L-66,AE-75
K-63,P-62,M-63,L-66,AE-75
L-63,P-62,M-63,L-66,AE-75
N-63,P-62,M-63,L-66,AE-75
O-63,P-62,O-64,L-66,AE-75
P-63,Q-63,O-64,L-66,AE-75
U-63,T-63,R-65,L-66,AE-75
V-63,U-62,X-61,L-66,AE-75
W-63,V-62,Y-61,L-66,AE-75
X-63,V-62,Y-61,L-66,AE-75
Y-63,V-62,Y-61,L-66,AE-75
Z-63,V-62,Y-61,L-66,AE-75
AA-63,V-62,Y-61,L-66,AE-75
AB-63,AG-65,Y-61,L-66,AE-75
AC-63,AG-65,AE-66,L-66,AE-75
AD-63,AG-65,AE-66,L-66,AE-75
AE-63,AH-64,AE-66,L-66,AE-75
AG-63,AH-64,AE-66,L-66,AE-75
AH-63,AH-64,AE-66,L-66,AK-75
AM-63,AL-64,AM-64,L-66,AK-75
AN-63,AL-63,AM-64,L-66,AK-75
AO-63,AL-64,AN-65,L-66,AK-75
AP-63,AL-63,AN-65,BQ-70,AN-76
AQ-63,AL-64,AN-65,BQ-70,AN-76
AR-63,AW-61,AN-65,BQ-70,AN-76
AS-63,AW-61,AW-64,BQ-70,AN-76
AT-63,AW-61,AW-64,BQ-70,AN-76
AU-63,AX-64,AW-64,BQ-70,AT-77
AV-63,AX-63,AW-64,BQ-70,AT-77
AW-63,AX-64,AW-64,BQ-70,AT-77
BI-63,BH-63,BM-63,BQ-70,BD-79
BJ-63,BH-63,BM-62,BQ-70,BD-79
BK-63,BH-63,BM-63,BQ-70,BL-80
BL-63,BH-63,BM-63,BQ-70,BL-80
BP-63,BU-60,BP-64,BQ-70,BL-80
BQ-63,BS-67,BP-64,BQ-70,BL-80
BR-63,BV-62,BP-64,BQ-70,BL-80
BS-63,BV-62,BU-65,BQ-70,BL-80
BT-63,BV-62,BU-65,BQ-70,BL-80
BU-63,BV-62,BU-65,BQ-70,BL-80
BV-63,BV-62,BU-65,BQ-70,BL-80
BW-63,BV-62,BW-65,BQ-70,BL-80
BX-63,BW-61,BZ-64,BQ-70,BL-80
BY-63,BW-61,BZ-64,BQ-70,BL-80
BZ-63,CB-61,BZ-64,BQ-70,BL-80
CA-63,CC-61,BZ-64,BQ-70,BL-80
CB-63,CC-61,CA-62,BQ-70,BL-80
CC-63,CC-61,CA-62,BQ-70,BL-80
CD-63,CC-61,CA-62,BQ-70,BL-80
CF-63,CI-63,CA-62,BQ-70,BL-80
CG-63,CI-63,CA-62,BQ-70,BL-80
CH-63,CI-63,CA-62,BQ-70,BL-80
G-62,P-62,M-62,L-66,AE-75
K-62,P-62,M-62,L-66,AE-75
L-62,P-62,M-62,L-66,AE-75
N-62,P-62,M-62,L-66,AE-75
O-62,P-62,M-62,L-66,AE-75
W-62,V-62,X-61,L-66,AE-75
X-62,V-62,Y-61,L-66,AE-75
Y-62,V-62,Y-61,L-66,AE-75
Z-62,X-59,Y-61,L-66,AE-75
AA-62,X-59,Y-61,L-66,AE-75
AB-62,X-59,Y-61,L-66,AE-75
AC-62,AG-65,Z-60,L-66,AE-75
AD-62,AH-64,Z-60,L-66,AE-75
AE-62,AH-64,AE-66,L-66,AE-75
AG-62,AI-62,AE-66,L-66,AE-75
AH-62,AI-62,AM-64,L-66,AK-75
AM-62,AL-63,AM-64,L-66,AK-75
AN-62,AL-62,AM-64,L-66,AK-75
AO-62,AL-63,AN-65,L-66,AK-75
AP-62,AL-62,AN-65,BQ-70,AK-75
AQ-62,AL-63,AN-65,BQ-70,AN-76
AR-62,AW-61,AN-65,BQ-70,AN-76
AS-62,AW-61,AW-64,BQ-70,AN-76
AT-62,AW-61,AW-64,BQ-70,AN-76
AU-62,AW-61,AW-64,BQ-70,AT-77
AV-62,AW-61,AW-64,BQ-70,AT-77
AW-62,AX-63,AW-64,BQ-70,AT-77
BH-62,BH-63,BM-62,BQ-70,BD-79
BI-62,BH-63,BM-62,BQ-70,BD-79
BJ-62,BH-63,BM-62,BQ-70,BD-79
BK-62,BH-63,BM-62,BQ-70,BD-79
BL-62,BH-63,BM-62,BQ-70,BL-80
BN-62,BH-63,BN-63,BQ-70,BL-80
BO-62,BU-60,BN-63,BQ-70,BL-80
BP-62,BU-60,BO-63,BQ-70,BL-80
BQ-62,BU-60,BP-64,BQ-70,BL-80
BR-62,BU-60,BP-64,BQ-70,BL-80
BS-62,BU-60,BP-64,BQ-70,BL-80
BT-62,BU-60,BV-60,BQ-70,BL-80
BU-62,BV-62,BV-60,BQ-70,BL-80
BW-62,BV-62,BZ-62,BQ-70,BL-80
BX-62,BW-61,BZ-62,BQ-70,BL-80
BY-62,BW-61,BZ-62,BQ-70,BL-80
CB-62,CC-61,CA-62,BQ-70,BQ-41
CC-62,CC-61,CA-62,BQ-70,BL-80
CD-62,CC-61,CA-62,BQ-70,BQ-41
CE-62,CD-61,CA-62,BQ-70,BL-80
CF-62,CD-61,CA-62,BQ-70,BQ-41
CG-62,CI-63,CA-62,BQ-70,BQ-41
CH-62,CI-61,CA-62,BQ-70,BQ-41
CI-62,CI-63,CA-62,BQ-70,BQ-41
CJ-62,CJ-63,CA-62,BQ-70,BQ-41
O-61,P-62,M-62,L-66,AE-75
P-61,P-62,M-62,L-66,AE-75
W-61,V-62,X-61,L-66,AE-75
Z-61,X-59,Y-61,L-66,AE-75
AA-61,X-59,Y-61,L-66,AE-75
AB-61,X-59,Z-60,L-66,AE-75
AC-61,X-59,Z-60,L-66,AE-75
AD-61,AH-64,Z-60,L-66,AE-75
AE-61,AI-62,Z-60,L-66,AE-75
AF-61,AI-62,Z-60,L-66,AE-75
AH-61,AI-62,AM-64,L-66,AK-75
AI-61,AI-62,AM-64,L-66,AK-75
AJ-61,AJ-62,AM-64,L-66,AK-75
AM-61,AL-62,AM-64,L-66,AK-75
AN-61,AL-61,AM-64,L-66,AK-75
AO-61,AL-61,AM-64,L-66,AK-75
AP-61,AL-61,AN-65,BQ-70,AK-75
AQ-61,AL-61,AN-65,BQ-70,AN-76
AR-61,AW-61,AN-65,BQ-70,AN-76
AS-61,AW-61,AW-64,BQ-70,AN-76
AT-61,AW-61,AW-64,BQ-70,AN-76
AU-61,AW-61,AW-64,BQ-70,AT-77
AV-61,AW-61,AW-64,BQ-70,AT-77
BI-61,BH-61,BM-62,BQ-70,BD-79
BJ-61,BH-61,BM-62,BQ-70,BD-79
BK-61,BH-61,BM-62,BQ-70,BD-79
BL-61,BH-61,BM-62,BQ-70,BL-80
BM-61,BH-61,BM-62,BQ-70,BL-80
BN-61,BH-61,BM-62,BQ-70,BL-80
BO-61,BU-60,BN-63,BQ-70,BL-80
BP-61,BU-60,BO-63,BQ-70,BL-80
BQ-61,BU-60,BP-64,BQ-70,BL-80
BR-61,BU-60,BP-64,BQ-70,BQ-41
BS-61,BU-60,BV-60,BQ-70,BL-80
BT-61,BU-60,BV-60,BQ-70,BQ-41
BU-61,BV-62,BV-60,BQ-70,BL-80
BX-61,BW-61,BW-59,BQ-70,BQ-41
BY-61,BW-61,BZ-62,BQ-70,BQ-41
BZ-61,CB-61,BZ-62,BQ-70,BQ-41
CA-61,CB-61,BZ-62,BQ-70,BQ-41
CE-61,CD-61,CA-62,BQ-70,BQ-41
CG-61,CH-60,CA-62,BQ-70,BQ-41
Q-60,Q-61,M-62,L-66,AE-75
R-60,R-61,M-62,L-66,AE-75
X-60,W-59,X-61,L-66,AE-75
AA-60,X-59,Z-60,L-66,AE-75
AB-60,X-59,Z-60,L-66,AE-75
AC-60,X-59,Z-60,L-66,AE-75
AD-60,AI-62,Z-60,L-66,AE-75
AE-60,AI-62,Z-60,L-66,AE-75
AF-60,AI-62,Z-60,L-66,AE-75
AG-60,AI-62,Z-60,L-66,AE-75
AH-60,AK-59,AH-54,L-66,AK-75
AI-60,AJ-62,AM-64,L-66,AK-75
AJ-60,AK-60,AM-64,L-66,AK-75
AM-60,AL-61,AM-64,L-66,AK-75
AN-60,AM-58,AM-64,L-66,AK-75
AO-60,AM-58,AM-64,L-66,AK-75
AP-60,AM-58,AM-64,BQ-70,AK-75
AQ-60,AM-58,AN-65,BQ-70,AN-76
AR-60,AW-59,AN-65,BQ-70,AN-76
AS-60,AW-60,AW-64,BQ-70,AN-76
AT-60,AW-59,AW-64,BQ-70,AN-76
AU-60,AW-60,AW-64,BQ-70,AT-77
BH-60,BH-61,BK-57,BQ-70,BD-79
BI-60,BH-61,BK-57,BQ-70,BD-79
BJ-60,BH-61,BK-57,BQ-70,BQ-41
BK-60,BH-61,BM-62,BQ-70,BD-79
BL-60,BH-61,BM-62,BQ-70,BQ-41
BM-60,BH-61,BM-62,BQ-70,BQ-41
BN-60,BH-61,BM-62,BQ-70,BQ-41
BO-60,BU-60,BM-62,BQ-70,BQ-41
BP-60,BU-59,BN-63,BQ-70,BQ-41
BQ-60,BU-60,BO-63,BQ-70,BQ-41
BR-60,BU-59,BV-60,BQ-70,BQ-41
BS-60,BU-60,BV-60,BQ-70,BQ-41
BT-60,BU-60,BV-60,BQ-70,BQ-41
BW-60,BV-61,BV-60,BQ-70,BQ-41
BX-60,BW-61,BW-59,BQ-70,BQ-41
BY-60,BW-61,BZ-59,BQ-70,BQ-41
BZ-60,CB-61,BZ-59,BQ-70,BQ-41
CA-60,CB-61,BZ-59,BQ-70,BQ-41
S-59,S-60,X-61,L-66,AE-75
T-59,T-60,X-61,L-66,AE-75
AA-59,X-59,Z-60,L-66,AE-75
AB-59,X-59,Z-60,L-66,AE-75
AC-59,X-59,Z-60,L-66,AE-75
AD-59,X-59,Z-60,L-66,AE-75
AE-59,AJ-58,Z-60,L-66,AE-75
AF-59,AJ-58,Z-60,L-66,AE-75
AG-59,AJ-58,AH-54,L-66,AE-75
